@relation tags

@attribute similarity numeric
@attribute sum numeric
@attribute tags string
@attribute video_id string

@data


0.20511652258975202,5.948379155102809,"YearOneReview YearOneMovieReview YearOneMovie YearOne MichaelCera JackBlack HaroldRamis HankAzaria PaulRudd DavidCross Movie Review Trailer MovieReview Fans Clip BeyondTheTrailer IndyMogul NextNewNetworks GraceRandolph FanReview FansReview Audience Comedy MontyPython Bible Religious Biblical ReligiousComedy","x7f80fuiB58"
0.0,0.0,"Sorority Row Sorority Row Movie Sorority Row Remake","DlCLtjjLbxs"
0.02023680235875992,0.12142081415255952,"Hannah Montana The Movie Dance official hoedown throwdown instructional dance moves","pTOFYlfFYeI"
0.8151417159342718,5.7059920115399025,"The Hangover trailer the hangover Trailer movie trailer preview movie video","XB0pGnzsAZI"
0.4230769230769231,5.5,"???? GOKUSEN MOVIE ????? ???? ???? ???? ??? ???? ???? ???? ???? ??????","k3Ep0qQjerw"
0.3784568151763367,6.055309042821388,"Twilight Movie Robert Pattinson Kristen Stewart Edward Bella Swan Catherine Hardwicke trailer set visit Stephenie Meyer","g_WCEGWngzE"
0.388546576534662,6.216745224554592,"Twilight movie trailer official red band kristin stewart swan video high definition full screen censored isabella","edLB6YWZ-R4"
0.2923898000004563,6.140185800009582,"red red one red one camera camera canon 5d mk ii briese lighting digital signage living movie poster movie poster living movie poster cybill shepherd hallmark alexx henry alexx henry photography","7X8dsUGCUjQ"
0.049149236206532776,0.24574618103266388,"New Moon Movie Trailer Twilight Official preview trailer","KYBF3HKzrmE"
0.35418433292676094,6.021133659754936,"hannah montana movie climb clip miley cyrus billy ray robbie disney cinema movies lucas till emily osment","5BWcCbQM5-4"
0.8024700480897687,5.617290336628381,"Armored Official Movie Trailer Matt Dillon Laurence Fishburne Columbus Short","l2EmUSsMZp4"
0.3773164794607265,6.037063671371624,"movie lines dialogue bloopers mistakes clips part funny comedy scenes errors goofs blooper parody series spoof","9QUT0tweX1M"
1.143766560332095,5.718832801660475,"scary movie matrix fight style","s5Lls3KDAVo"
0.349442770097078,5.940527091650327,"machinima animation games DigitalPh33r arby chief movie halo comedy funny series Arbiter Master Xbox Cortana Bungie yt:quality=high","6T79yApVCBg"
0.48079729924467923,11.539135181872302,"M.I.A. Paper Planes Slumdog Millionaire Music Video Movie Trailler Fox searchlight film soundtrack oscar Danny Boyle Trainspotting Days Slum Dog films MIA Kala winner","ps67fzMNPtg"
0.6498948943952505,5.849054049557254,"Moon Posters Eclipse Movie News Twilight Saga Bayona Dana ward","K0qRhoc8WJ4"
1.4188932097205376,5.67557283888215,"cassie selection step movie","vngJ1pWXYnU"
0.651933036727358,5.867397330546222,"Rejected Oscar Award Winner Movie Spoon Big Banana Cartoon","MuOvqeABHvQ"
0.6633225791244501,5.969903212120052,"Hangover movie review spill trailer clip preview scene video","z-FEUcHo5uA"
0.3998653271996748,5.997979907995123,"Twilight Robert Pattinson Kristen Steward Edward Andbella Catherine Hardwicke Movie trailer set visit Stephenie Meyer","tWzGnFSgMAk"
1.39071183700409,5.56284734801636,"scarymovie3 ring scary movie","s7zoX9MGMbk"
