@relation tags

@attribute similarity numeric
@attribute sum numeric
@attribute tags string
@attribute video_id string

@data


0.9944586671322283,5.96675200279337,"roma rome city europa italy italia","D_kkzk1J8Aw"
0.3858015861763153,5.78702379264473,"djokovic nadal tennis rome masters sports imitation atp nole rafa imitates funny trophy ceremony livetennis","DQqaMb0J8EM"
0.951161067454771,5.706966404728626,"HBO Rome Caesar Egypt Pompey Ptolemy","33fWwJx-Q0U"
0.9166666666666666,5.5,"Triarii RosesforRome Emperors reliefs Rome RomanEmpire","Gig_QmKtHn0"
1.1197647300581712,5.598823650290856,"Billy Connolly Scotsmen Rome Stand-up","oKMQKgSnGy8"
0.9262191191255903,5.5573147147535416,"HBO Rome podcast scenes women sex","10lHcOJjKv8"
0.9455251103006969,5.673150661804181,"hbo rome philippi battle roman legionaire","0wQ_6cVXTQk"
2.75,5.5,"rome hbo","VBZtFLkjioY"
0.9243001067618497,5.545800640571098,"HBO Rome scenes slavery podcast slaves","au9_cWn80ak"
0.9407312420756281,5.644387452453769,"discoyvery channel surprising history rome documentary","d4bvZPZkTCE"
0.9246665567168427,5.547999340301057,"Jim Rome Sweatpants Carl Rosemead Jungle","EJRDzs5GO2Y"
1.4006301869652236,5.602520747860894,"Paddy Kelly Rome 07-10-2004","lPRuzjhurGo"
2.778773020126368,5.557546040252736,"Young Rome","1Vg1eWZjLZ0"
0.8180047906081219,5.726033534256853,"chemical brothers live rome concert music june","t2LMXI93MtY"
1.118243286510271,5.591216432551355,"Jim Rome Halloween Freaks Jungle","2EeMGBVAHVg"
1.375,5.5,"Rome Lucius Pullo Gladiators","Z3kMY1Owypc"
2.7729694728985286,5.545938945797057,"shadow rome","iRCFqnEDAPE"
1.849424252153045,5.548272756459135,"rome tongue pullo","g89LSzDuuQ4"
0.9621729060237341,5.773037436142404,"Rome Battle Philippi Brutus Cassius music","s_hgcC2NFwo"
0.9318151708614493,5.590891025168696,"rome hbo agrippa octavia atia romans","86ui4h0lYqg"
2.75,5.5,"rome juliet","rTvzs82140k"
0.7247587382367953,5.798069905894362,"titus pullo arena fight rome season ray stevenson","IiGfPzwRBSw"
2.773007903841181,5.546015807682362,"Legion Rome","7Uj4gsiVRjw"
1.3868274701328078,5.547309880531231,"Nadal Djokovic Rome Impersonation","mQzZiw0WAh4"
0.0,0.0,"jim rome show golf guy likes to fight guy softball guy","8LeZmHhPxuI"
1.417839319985183,5.671357279940732,"Building Rome Gangster Baby","3r82Y1jbF1U"
1.8490526876834863,5.547158063050459,"Zuleikhha Robinson Rome","whMEk9MP1kk"
5.5,5.5,"rome","S_m6zErv1gU"
2.75,5.5,"steph rome","0tmTYtly7lM"
1.8665552408605277,5.599665722581583,"Cantor David Rome","GMI_E1ElZA0"
2.786429828110804,5.572859656221608,"rome china","mJmKY5IsPwo"
2.773790618347464,5.547581236694928,"Solidarity Rome","g5JTcsydpNU"
